text,threat_level,bns_section
iski sakal ban raha hai gawar harami,Medium,BNS Section 352 (Intentional Insult)
yeh ladka hai ek kutti harami,Medium,BNS Section 352 (Intentional Insult)
isko dekho lagta hai dhokebaaz kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
the boss noticed the bugs tonight,Low,None
isko dekho hamesha rehta hai chapri kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
the team liked the boss fight perfectly,Low,None
this loved the assignment so hard,Low,None
tum sab hamesha behaves like fake maha,Medium,BNS Section 352 (Intentional Insult)
isko dekho acts like a buddhu sabse bada,Medium,BNS Section 352 (Intentional Insult)
mera bhai rape karunga teri family ko bach ke rehna,High,BNS Section 351 (Criminal Intimidation)
tera baap samajhta hai khud ko scammer pathetic,Medium,BNS Section 352 (Intentional Insult)
apna time ayega toh goli maar dunga tere ghar aake bach ke rehna,High,BNS Section 351 (Criminal Intimidation)
main acid phek dunga college ke bahar chup chap reh warna,High,BNS Section 351 (Criminal Intimidation)
the manager coded the homework tomorrow,Low,None
tujhe main khatam kar dunga college ke bahar kasam se,High,BNS Section 351 (Criminal Intimidation)
that smashed the level like a boss,Low,None
mera gang hath pair tod dunga raste pe samajh gaya na,High,BNS Section 351 (Criminal Intimidation)
they completed the assignment tonight,Low,None
teri looks like a gadha totally,Medium,BNS Section 352 (Intentional Insult)
apna time ayega toh gala daba dunga raste pe warna tera,High,BNS Section 351 (Criminal Intimidation)
the manager created the game very well,Low,None
mere dost rape karunga office me zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
teri toh main acid phek dunga bahar mil beta tu gaya,High,BNS Section 351 (Criminal Intimidation)
we are going to maar maar ke suja dunga office me chup chap reh warna,High,BNS Section 351 (Criminal Intimidation)
he completed the assignment last week,Low,None
the player saw the report tomorrow,Low,None
woh ban raha hai fraud ekdum,Medium,BNS Section 352 (Intentional Insult)
they played the pizza quickly,Low,None
the manager enjoyed the exam safely,Low,None
i created the song so hard,Low,None
teri lagta hai scammer disgusting,Medium,BNS Section 352 (Intentional Insult)
the teacher smashed the task last week,Low,None
the teacher watched the task quickly,Low,None
she watched the assignment yesterday,Low,None
hum maar maar ke suja dunga your sister chup chap reh warna,High,BNS Section 351 (Criminal Intimidation)
the teacher noticed the bugs today,Low,None
my friend saw the level so hard,Low,None
tujhe main murder kar dunga your sister zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
tujhe toh blast kar dunga your sister ghar me ghus ke,High,BNS Section 351 (Criminal Intimidation)
someone wrote the boss fight completely,Low,None
woh samajhta hai khud ko chutiya faltu,Medium,BNS Section 352 (Intentional Insult)
i finished the game perfectly,Low,None
you murdered that song bro koi na,Low,None
this created the boss fight completely,Low,None
tujhe main kat dunga college ke bahar warna tera,High,BNS Section 351 (Criminal Intimidation)
apna time ayega toh khatam kar dunga teri family ko aaj raat,High,BNS Section 351 (Criminal Intimidation)
apna time ayega toh rape karunga tujhe bach ke rehna,High,BNS Section 351 (Criminal Intimidation)
the player destroyed the pizza slowly,Low,None
our squad played the game tomorrow,Low,None
tum sab is a chutiya faltu,Medium,BNS Section 352 (Intentional Insult)
the player finished the song flawlessly,Low,None
isko dekho dikh raha hai fake sabse bada,Medium,BNS Section 352 (Intentional Insult)
iska bhai acts like a nalayak ghatiya,Medium,BNS Section 352 (Intentional Insult)
someone completed the presentation yesterday,Low,None
teri toh main maar maar ke suja dunga tere dosto ko zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
teri dikh raha hai chor sabse bada,Medium,BNS Section 352 (Intentional Insult)
nobody finished the email safely,Low,None
he samajhta hai khud ko loser kabhi sudhrega nahi,Medium,BNS Section 352 (Intentional Insult)
tum sab samajhta hai khud ko ugly maha,Medium,BNS Section 352 (Intentional Insult)
bahar nikal rape karunga raat ko chup chap reh warna,High,BNS Section 351 (Criminal Intimidation)
this guy is a kaminay faltu,Medium,BNS Section 352 (Intentional Insult)
main khatam kar dunga raat ko beta tu gaya,High,BNS Section 351 (Criminal Intimidation)
apna time ayega toh rape karunga tere ghar walo ko bach ke rehna,High,BNS Section 351 (Criminal Intimidation)
this guy dikh raha hai nalayak sabse bada,Medium,BNS Section 352 (Intentional Insult)
mera gang acid phek dunga tere dosto ko dekh liyo,High,BNS Section 351 (Criminal Intimidation)
they read the project perfectly,Low,None
the group wrote the homework like a boss,Low,None
bahar nikal gala daba dunga bahar mil zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
tujhe main gala daba dunga office me last warning,High,BNS Section 351 (Criminal Intimidation)
mera gang goli maar dunga tere dosto ko zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
tu lag raha hai bewakoof faltu,Medium,BNS Section 352 (Intentional Insult)
my friend saw the project safely,Low,None
we are going to zinda gaad dunga teri family ko samajh gaya na,High,BNS Section 351 (Criminal Intimidation)
teri behan is a pagal maha,Medium,BNS Section 352 (Intentional Insult)
they saw the report tonight,Low,None
i destroyed the boss fight so hard,Low,None
the group built the task with ease,Low,None
we are going to kidnap kar lunga bahar mil warna tera,High,BNS Section 351 (Criminal Intimidation)
tum log ban raha hai nalayak ghatiya,Medium,BNS Section 352 (Intentional Insult)
hum gala daba dunga bahar mil chup chap reh warna,High,BNS Section 351 (Criminal Intimidation)
"bhaiya ji, aukat me raho kabhi sudhrega nahi",Medium,BNS Section 352 (Intentional Insult)
this smashed the report tomorrow,Low,None
mera gang maar maar ke suja dunga tujhe zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
bahar nikal kidnap kar lunga your sister kal tak,High,BNS Section 351 (Criminal Intimidation)
i will blast kar dunga office me beta tu gaya,High,BNS Section 351 (Criminal Intimidation)
nobody loved the meeting without issues,Low,None
tum sab lag raha hai kamina faltu,Medium,BNS Section 352 (Intentional Insult)
we are going to acid phek dunga office me chup chap reh warna,High,BNS Section 351 (Criminal Intimidation)
he built the code smoothly,Low,None
the player built the code tonight,Low,None
the teacher killed the meeting quickly,Low,None
he played the bugs without issues,Low,None
tum log samajhta hai khud ko fraud sala,Medium,BNS Section 352 (Intentional Insult)
hum log will raste pe soch le,High,BNS Section 351 (Criminal Intimidation)
hum log kidnap kar lunga office me zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
my friend coded the report completely,Low,None
main zinda gaad dunga your sister warna tera,High,BNS Section 351 (Criminal Intimidation)
the manager designed the report last week,Low,None
our squad wrote the level today,Low,None
she completed the code very well,Low,None
this guy is a scammer hamesha,Medium,BNS Section 352 (Intentional Insult)
yeh ladka hamesha behaves like chutiya ekdum,Medium,BNS Section 352 (Intentional Insult)
teri hamesha behaves like nalla disgusting,Medium,BNS Section 352 (Intentional Insult)
my brother destroyed the bugs like a boss,Low,None
the manager read the boss fight like a boss,Low,None
she lag raha hai gadha maha,Medium,BNS Section 352 (Intentional Insult)
the teacher enjoyed the bugs slowly,Low,None
isko dekho hamesha rehta hai kaminay disgusting,Medium,BNS Section 352 (Intentional Insult)
teri toh main acid phek dunga teri family ko last warning,High,BNS Section 351 (Criminal Intimidation)
main murder kar dunga bahar mil chup chap reh warna,High,BNS Section 351 (Criminal Intimidation)
tum log hamesha rehta hai chapri maha,Medium,BNS Section 352 (Intentional Insult)
yeh ladka dikh raha hai kamina ghatiya,Medium,BNS Section 352 (Intentional Insult)
bahar nikal jinda nahi chodunga teri family ko bach ke rehna,High,BNS Section 351 (Criminal Intimidation)
she coded the meeting perfectly,Low,None
this read the report very well,Low,None
hum zinda gaad dunga tere dosto ko last warning,High,BNS Section 351 (Criminal Intimidation)
iski sakal lagta hai gawar kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
the boss heard the boss fight safely,Low,None
bahar nikal khatam kar dunga raat ko ghar me ghus ke,High,BNS Section 351 (Criminal Intimidation)
my sister heard the code yesterday,Low,None
tu lagta hai chutiya pathetic,Medium,BNS Section 352 (Intentional Insult)
she ban raha hai chor ekdum,Medium,BNS Section 352 (Intentional Insult)
my sister designed the bugs perfectly,Low,None
mera gang will tere ghar aake chup chap reh warna,High,BNS Section 351 (Criminal Intimidation)
mera gang zinda gaad dunga bahar mil soch le,High,BNS Section 351 (Criminal Intimidation)
hum jaan se maar dunga office me ghar me ghus ke,High,BNS Section 351 (Criminal Intimidation)
main kidnap kar lunga you warna tera,High,BNS Section 351 (Criminal Intimidation)
the team destroyed the bugs last week,Low,None
teri maa dikh raha hai loser bekaar,Medium,BNS Section 352 (Intentional Insult)
yeh ladki dikh raha hai chutiya kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
our squad watched the bugs slowly,Low,None
tum log samajhta hai khud ko nalla disgusting,Medium,BNS Section 352 (Intentional Insult)
the group noticed the meeting very well,Low,None
teri behan dikh raha hai fraud totally,Medium,BNS Section 352 (Intentional Insult)
teri behan hamesha rehta hai nalayak hamesha,Medium,BNS Section 352 (Intentional Insult)
apna time ayega toh maar maar ke suja dunga tujhe last warning,High,BNS Section 351 (Criminal Intimidation)
iski sakal looks like a kutti ekdum,Medium,BNS Section 352 (Intentional Insult)
someone built the movie quickly,Low,None
the manager smashed the song beautifully,Low,None
he hamesha rehta hai chor ghatiya,Medium,BNS Section 352 (Intentional Insult)
teri maa lagta hai bewakoof bekaar,Medium,BNS Section 352 (Intentional Insult)
tu is such a gadha maha,Medium,BNS Section 352 (Intentional Insult)
the boss completed the email perfectly,Low,None
tujhe main maar maar ke suja dunga tere dosto ko last warning,High,BNS Section 351 (Criminal Intimidation)
that heard the movie so hard,Low,None
that finished the game very well,Low,None
the team destroyed the code completely,Low,None
you lag raha hai gawar maha,Medium,BNS Section 352 (Intentional Insult)
tum sab is a bhikhari sala,Medium,BNS Section 352 (Intentional Insult)
mera gang goli maar dunga tere dosto ko dekh liyo,High,BNS Section 351 (Criminal Intimidation)
the teacher killed the pizza yesterday,Low,None
nobody noticed the presentation like a boss,Low,None
my sister fixed the movie like a boss,Low,None
apna time ayega toh rape karunga tere dosto ko soch le,High,BNS Section 351 (Criminal Intimidation)
someone created the meeting with ease,Low,None
someone saw the exam very well,Low,None
teri maa acts like a kutti maha,Medium,BNS Section 352 (Intentional Insult)
they found the movie without issues,Low,None
my brother watched the bugs flawlessly,Low,None
the boss played the email very well,Low,None
the player fixed the boss fight safely,Low,None
teri behan lagta hai dhokebaaz bekaar,Medium,BNS Section 352 (Intentional Insult)
i will gala daba dunga you zinda nahi bachega,High,BNS Section 351 (Criminal Intimidation)
hum log will bahar mil bach ke rehna,High,BNS Section 351 (Criminal Intimidation)
that heard the exam with ease,Low,None
the teacher heard the game yesterday,Low,None
someone killed the song today,Low,None
the boss watched the project quickly,Low,None
this guy is such a kamina hamesha,Medium,BNS Section 352 (Intentional Insult)
iski sakal is such a chor pathetic,Medium,BNS Section 352 (Intentional Insult)
the manager liked the movie safely,Low,None
yeh ladka lagta hai nalla ekdum,Medium,BNS Section 352 (Intentional Insult)
this saw the level with ease,Low,None
tujhe main jaan se maar dunga tere ghar walo ko dekh liyo,High,BNS Section 351 (Criminal Intimidation)
my sister loved the game beautifully,Low,None
our squad wrote the report yesterday,Low,None
yeh ladka dikh raha hai gadha ghatiya,Medium,BNS Section 352 (Intentional Insult)
he is a bhikhari kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
teri behan hamesha behaves like scammer bekaar,Medium,BNS Section 352 (Intentional Insult)
yeh banda dikh raha hai dhokebaaz disgusting,Medium,BNS Section 352 (Intentional Insult)
woh samajhta hai khud ko ugly kabhi sudhrega nahi,Medium,BNS Section 352 (Intentional Insult)
yeh banda hamesha rehta hai gadha totally,Medium,BNS Section 352 (Intentional Insult)
teri maa acts like a fattu totally,Medium,BNS Section 352 (Intentional Insult)
teri lagta hai chutiya kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
yeh banda ban raha hai chapri hamesha,Medium,BNS Section 352 (Intentional Insult)
isko dekho lag raha hai nalla kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
nobody saw the project completely,Low,None
teri ban raha hai loser kisi kaam ka nahi,Medium,BNS Section 352 (Intentional Insult)
woh acts like a ugly sabse bada,Medium,BNS Section 352 (Intentional Insult)
my sister smashed the homework flawlessly,Low,None
teri is such a loser disgusting,Medium,BNS Section 352 (Intentional Insult)
she loved the exam without issues,Low,None
bahar nikal jinda nahi chodunga bahar mil aaj raat,High,BNS Section 351 (Criminal Intimidation)
my sister created the homework last week,Low,None
my friend wrote the task yesterday,Low,None
hum murder kar dunga raste pe kasam se,High,BNS Section 351 (Criminal Intimidation)
mere dost gala daba dunga college ke bahar warna tera,High,BNS Section 351 (Criminal Intimidation)
tu is a fattu faltu,Medium,BNS Section 352 (Intentional Insult)
yeh banda acts like a chutiya ekdum,Medium,BNS Section 352 (Intentional Insult)
the boss built the assignment so hard,Low,None
mera gang murder kar dunga tere ghar walo ko dekh liyo,High,BNS Section 351 (Criminal Intimidation)
